Idade,Gênero,Horas de Uso de Tecnologia,Horas de Uso de Redes Sociais,Horas de Jogos,Horas de Tempo na Tela,Status de Saúde Mental,Nivel_Estresse,Horas de Sono,Horas de Atividade Física,Acesso a Sistemas de Suporte,Impacto do Ambiente de Trabalho,Uso de Suporte Online,Faixa_Etaria,Estresse_Score,Alerta_Saude
49,Feminino,8.78,7.33,2.26,2.54,Ruim,Baixo,4.64,3.8,Não,Positivo,Não,41-60,1,Não
42,Masculino,3.78,7.54,3.26,4.86,Ruim,Baixo,5.7,8.64,Não,Negativo,Sim,41-60,1,Não
25,Masculino,5.21,6.92,3.97,7.5,Regular,Médio,4.76,8.71,Não,Positivo,Não,18-25,2,Não
36,Outro,5.34,1.39,2.09,5.4,Excelente,Alto,7.17,9.62,Sim,Positivo,Não,26-40,3,Não
45,Feminino,6.31,7.16,4.93,4.75,Bom,Alto,7.16,8.6,Não,Negativo,Não,41-60,3,Não
23,Outro,7.35,4.04,3.42,12.37,Bom,Alto,8.42,5.27,Não,Neutro,Sim,18-25,3,Não
60,Masculino,1.82,2.27,4.4,10.55,Regular,Médio,7.21,3.27,Não,Negativo,Não,41-60,2,Não
64,Outro,2.53,4.1,4.82,10.13,Regular,Baixo,4.5,3.56,Sim,Positivo,Sim,60+,1,Sim
44,Feminino,5.14,5.82,2.2,3.99,Bom,Médio,5.26,8.77,Não,Neutro,Não,41-60,2,Não
34,Masculino,7.02,3.56,1.83,1.64,Excelente,Baixo,6.19,8.55,Sim,Positivo,Não,26-40,1,Não
33,Outro,9.24,6.93,0.89,14.33,Bom,Alto,6.91,0.54,Não,Negativo,Não,26-40,3,Não
26,Masculino,3.28,3.44,0.14,9.08,Regular,Médio,4.05,2.05,Sim,Neutro,Sim,26-40,2,Sim
49,Masculino,8.04,3.1,3.59,14.3,Excelente,Médio,7.6,8.9,Não,Negativo,Não,41-60,2,Não
44,Feminino,7.91,3.52,3.0,9.94,Ruim,Médio,7.04,2.86,Não,Negativo,Sim,41-60,2,Não
37,Masculino,5.2,4.55,0.4,14.61,Bom,Baixo,6.79,4.51,Não,Positivo,Sim,26-40,1,Não
28,Masculino,1.83,3.68,2.2,5.29,Ruim,Alto,4.22,2.47,Não,Neutro,Não,26-40,3,Não
41,Outro,4.15,3.44,2.64,8.62,Bom,Médio,4.02,7.95,Não,Positivo,Sim,41-60,2,Sim
26,Masculino,3.61,3.2,3.3,1.46,Ruim,Baixo,5.18,3.23,Não,Negativo,Sim,26-40,1,Não
59,Masculino,4.99,7.07,1.18,3.83,Ruim,Médio,5.12,8.7,Sim,Negativo,Sim,41-60,2,Não
43,Outro,7.72,5.92,2.52,10.49,Regular,Alto,5.89,0.2,Não,Neutro,Não,41-60,3,Sim
40,Feminino,4.46,2.06,4.31,3.29,Bom,Baixo,8.53,1.89,Sim,Positivo,Sim,26-40,1,Não
55,Masculino,6.07,6.88,4.11,2.84,Bom,Baixo,7.81,2.2,Não,Negativo,Sim,41-60,1,Não
56,Outro,6.92,4.58,2.8,10.84,Ruim,Alto,5.68,9.53,Não,Positivo,Sim,41-60,3,Sim
50,Masculino,11.74,2.44,3.05,10.61,Regular,Baixo,5.74,8.31,Não,Positivo,Não,41-60,1,Sim
46,Feminino,9.94,5.5,3.2,8.24,Excelente,Alto,6.53,0.26,Não,Positivo,Sim,41-60,3,Não
23,Masculino,9.57,1.18,0.76,9.46,Ruim,Baixo,6.64,2.54,Sim,Negativo,Não,18-25,1,Não
47,Masculino,3.46,2.98,0.29,6.23,Regular,Médio,5.62,1.49,Sim,Neutro,Sim,41-60,2,Não
39,Outro,10.81,2.34,2.34,4.81,Ruim,Médio,8.19,6.46,Sim,Negativo,Sim,26-40,2,Não
48,Outro,10.11,6.63,1.45,9.77,Bom,Baixo,8.07,1.08,Não,Neutro,Não,41-60,1,Não
31,Masculino,2.58,1.9,4.46,5.96,Ruim,Médio,4.82,2.56,Não,Positivo,Não,26-40,2,Não
55,Feminino,7.88,5.39,0.29,9.36,Ruim,Médio,4.12,9.05,Sim,Neutro,Não,41-60,2,Sim
21,Outro,6.22,3.98,4.37,3.01,Bom,Alto,6.09,8.11,Sim,Negativo,Sim,18-25,3,Não
19,Feminino,10.09,0.9,0.81,12.94,Bom,Médio,4.49,4.82,Não,Positivo,Sim,18-25,2,Sim
25,Outro,9.9,5.54,2.2,5.24,Regular,Alto,5.43,3.71,Não,Positivo,Não,18-25,3,Não
63,Outro,1.07,3.39,1.35,8.69,Bom,Médio,5.79,1.46,Sim,Neutro,Não,60+,2,Sim
49,Masculino,7.35,4.11,0.36,6.36,Excelente,Baixo,4.17,3.95,Sim,Neutro,Sim,41-60,1,Não
27,Masculino,1.22,7.33,1.78,13.56,Bom,Médio,8.53,7.33,Não,Positivo,Sim,26-40,2,Não
27,Masculino,3.03,0.39,3.54,1.59,Ruim,Médio,7.59,2.74,Sim,Neutro,Sim,26-40,2,Não
20,Masculino,6.86,5.16,4.64,1.19,Bom,Médio,8.14,5.97,Não,Positivo,Sim,18-25,2,Não
58,Outro,11.79,5.57,4.65,2.69,Excelente,Alto,5.2,1.78,Não,Positivo,Sim,41-60,3,Não
61,Masculino,3.13,1.94,0.14,6.21,Ruim,Alto,7.46,8.75,Não,Negativo,Não,60+,3,Não
22,Feminino,5.88,1.84,2.73,7.26,Excelente,Médio,7.01,0.61,Sim,Negativo,Não,18-25,2,Não
22,Outro,10.29,0.93,1.56,3.1,Regular,Baixo,7.45,0.29,Não,Positivo,Não,18-25,1,Não
62,Outro,3.78,3.58,0.72,5.14,Bom,Alto,7.1,9.3,Sim,Neutro,Não,60+,3,Não
64,Outro,9.84,1.13,4.51,13.43,Bom,Médio,5.26,9.32,Não,Negativo,Não,60+,2,Sim
34,Feminino,5.43,4.77,1.27,11.44,Excelente,Baixo,5.68,9.69,Não,Neutro,Não,26-40,1,Sim
33,Outro,6.29,0.65,2.44,1.57,Excelente,Alto,5.21,4.16,Sim,Negativo,Sim,26-40,3,Não
39,Masculino,4.1,2.82,4.71,10.28,Bom,Baixo,6.7,2.52,Não,Positivo,Não,26-40,1,Não
23,Masculino,11.59,7.87,2.42,6.18,Excelente,Médio,4.05,1.07,Não,Neutro,Sim,18-25,2,Não
34,Masculino,4.85,6.26,1.61,8.34,Excelente,Médio,8.12,8.44,Sim,Positivo,Sim,26-40,2,Não
33,Outro,11.19,6.34,1.58,5.83,Bom,Médio,6.41,8.33,Sim,Negativo,Sim,26-40,2,Não
47,Outro,6.43,7.89,2.66,2.47,Excelente,Alto,4.78,9.47,Não,Positivo,Sim,41-60,3,Não
38,Outro,9.86,1.99,0.02,13.62,Excelente,Médio,7.04,9.23,Não,Neutro,Sim,26-40,2,Não
45,Masculino,3.04,5.23,2.16,7.5,Bom,Médio,6.78,0.47,Não,Neutro,Sim,41-60,2,Não
45,Outro,4.7,6.21,2.84,12.73,Regular,Alto,6.1,2.84,Não,Negativo,Não,41-60,3,Não
30,Masculino,9.99,7.06,4.96,7.22,Excelente,Médio,5.48,1.3,Não,Neutro,Sim,26-40,2,Não
51,Masculino,8.94,1.64,0.55,3.8,Excelente,Alto,6.52,3.91,Sim,Neutro,Sim,41-60,3,Não
62,Masculino,8.04,1.04,2.56,3.01,Excelente,Médio,5.49,8.67,Não,Negativo,Sim,60+,2,Não
56,Feminino,1.69,6.11,3.71,3.26,Ruim,Baixo,5.76,3.95,Sim,Positivo,Não,41-60,1,Não
37,Masculino,1.94,3.76,2.63,1.3,Ruim,Baixo,6.65,5.13,Não,Negativo,Sim,26-40,1,Não
27,Masculino,11.5,2.8,3.13,9.27,Excelente,Alto,5.05,3.87,Não,Negativo,Não,26-40,3,Sim
56,Masculino,3.99,4.41,0.16,10.74,Excelente,Baixo,4.88,1.02,Sim,Positivo,Não,41-60,1,Sim
48,Outro,4.36,7.37,3.0,5.29,Bom,Baixo,7.51,1.38,Sim,Negativo,Sim,41-60,1,Não
65,Feminino,1.76,2.33,4.02,12.11,Bom,Alto,7.07,4.95,Sim,Positivo,Sim,60+,3,Não
57,Feminino,3.51,2.96,3.69,13.78,Excelente,Baixo,6.42,3.29,Não,Neutro,Não,41-60,1,Não
53,Outro,2.07,5.3,1.35,4.5,Ruim,Alto,8.13,7.19,Não,Positivo,Não,41-60,3,Não
24,Outro,9.14,5.31,0.34,3.39,Regular,Baixo,5.49,1.37,Não,Positivo,Sim,18-25,1,Não
25,Outro,10.42,1.47,0.89,4.77,Bom,Alto,6.1,3.08,Não,Positivo,Sim,18-25,3,Não
64,Outro,5.76,6.52,2.14,2.42,Excelente,Alto,5.11,3.42,Não,Neutro,Sim,60+,3,Não
42,Masculino,9.41,1.11,3.3,6.67,Regular,Baixo,4.75,0.46,Não,Negativo,Sim,41-60,1,Não
43,Outro,8.58,1.9,3.47,12.92,Regular,Médio,5.7,9.31,Não,Negativo,Sim,41-60,2,Sim
32,Outro,5.47,2.44,3.09,4.71,Excelente,Alto,5.91,0.85,Sim,Negativo,Sim,26-40,3,Não
18,Outro,5.93,3.7,2.18,13.67,Regular,Baixo,5.97,8.52,Não,Positivo,Sim,,1,Sim
28,Masculino,3.66,3.29,4.42,12.6,Regular,Baixo,4.97,0.28,Sim,Negativo,Não,26-40,1,Sim
25,Feminino,9.42,0.62,2.34,6.75,Bom,Baixo,4.32,8.43,Sim,Positivo,Não,18-25,1,Não
30,Feminino,11.78,5.32,0.11,4.24,Ruim,Alto,7.56,8.58,Sim,Negativo,Não,26-40,3,Não
27,Masculino,4.28,6.15,4.92,14.85,Bom,Baixo,5.22,9.7,Não,Positivo,Sim,26-40,1,Sim
65,Outro,1.49,0.21,3.89,2.4,Regular,Médio,8.67,0.7,Sim,Negativo,Não,60+,2,Não
38,Masculino,7.32,3.71,3.05,2.25,Bom,Baixo,8.36,2.52,Sim,Negativo,Não,26-40,1,Não
30,Outro,5.61,3.44,4.64,1.89,Bom,Baixo,7.71,7.34,Sim,Negativo,Sim,26-40,1,Não
55,Outro,7.95,7.41,2.28,14.86,Excelente,Baixo,8.17,6.87,Sim,Negativo,Não,41-60,1,Não
31,Masculino,10.94,2.36,4.6,14.32,Ruim,Alto,7.35,4.86,Não,Neutro,Não,26-40,3,Não
62,Outro,2.05,0.25,2.68,3.94,Regular,Baixo,5.73,8.16,Sim,Positivo,Não,60+,1,Não
40,Outro,4.17,6.47,1.61,8.06,Ruim,Baixo,7.54,0.74,Sim,Positivo,Sim,26-40,1,Não
34,Masculino,3.18,1.73,1.25,2.95,Regular,Médio,8.64,2.2,Não,Negativo,Não,26-40,2,Não
55,Outro,10.14,4.93,3.46,6.05,Regular,Alto,4.99,1.86,Sim,Positivo,Sim,41-60,3,Não
46,Masculino,1.63,7.78,3.26,5.16,Excelente,Alto,4.76,7.54,Sim,Positivo,Não,41-60,3,Não
25,Feminino,6.3,7.1,2.08,4.06,Regular,Médio,6.15,0.48,Não,Negativo,Não,18-25,2,Não
20,Feminino,3.92,7.35,1.06,11.5,Bom,Baixo,8.35,3.27,Não,Positivo,Não,18-25,1,Não
45,Masculino,4.99,7.48,0.74,6.62,Regular,Baixo,4.38,6.77,Não,Neutro,Sim,41-60,1,Não
62,Masculino,10.56,0.97,4.64,2.86,Bom,Alto,5.44,0.35,Sim,Positivo,Não,60+,3,Não
48,Outro,3.43,4.94,2.44,5.0,Bom,Médio,8.52,7.88,Sim,Positivo,Não,41-60,2,Não
28,Masculino,7.43,7.58,0.8,11.85,Regular,Baixo,7.95,9.55,Sim,Neutro,Sim,26-40,1,Não
56,Masculino,11.93,4.55,3.02,5.51,Excelente,Baixo,6.82,2.44,Não,Positivo,Sim,41-60,1,Não
62,Feminino,8.8,0.13,2.04,3.78,Bom,Médio,5.68,2.68,Não,Positivo,Sim,60+,2,Não
63,Masculino,6.39,5.49,0.96,11.52,Regular,Alto,4.32,2.81,Não,Negativo,Não,60+,3,Sim
40,Masculino,7.49,4.95,3.12,1.85,Ruim,Baixo,5.88,0.59,Não,Positivo,Sim,26-40,1,Não
60,Feminino,6.11,5.99,1.2,13.12,Regular,Alto,7.48,9.08,Não,Positivo,Não,41-60,3,Não
65,Feminino,7.75,4.62,0.18,10.38,Excelente,Médio,8.86,3.73,Sim,Positivo,Não,60+,2,Não
46,Masculino,7.84,1.3,1.65,3.46,Excelente,Baixo,4.74,6.81,Sim,Neutro,Não,41-60,1,Não
58,Outro,10.3,3.82,4.62,12.85,Excelente,Médio,8.51,4.4,Sim,Positivo,Não,41-60,2,Não
61,Masculino,6.77,1.7,2.94,5.03,Excelente,Baixo,7.88,7.94,Não,Neutro,Não,60+,1,Não
32,Outro,3.99,0.47,1.92,4.03,Ruim,Médio,5.97,6.64,Não,Neutro,Sim,26-40,2,Não
51,Feminino,5.81,3.55,2.96,2.33,Excelente,Baixo,4.58,0.9,Sim,Neutro,Não,41-60,1,Não
58,Feminino,10.45,1.91,0.74,7.78,Regular,Médio,7.66,8.34,Sim,Neutro,Não,41-60,2,Não
25,Feminino,2.14,2.67,0.47,13.67,Excelente,Alto,7.42,6.0,Não,Positivo,Sim,18-25,3,Não
43,Outro,10.34,6.18,0.03,8.49,Regular,Médio,8.56,3.07,Não,Negativo,Sim,41-60,2,Não
27,Masculino,10.29,1.57,4.04,11.27,Bom,Médio,8.68,4.13,Não,Negativo,Não,26-40,2,Não
23,Outro,9.46,0.49,3.99,3.73,Excelente,Baixo,7.0,3.15,Não,Negativo,Sim,18-25,1,Não
50,Masculino,6.73,7.2,3.19,9.41,Ruim,Médio,4.58,7.34,Sim,Negativo,Não,41-60,2,Sim
55,Outro,4.46,4.26,1.42,4.54,Regular,Alto,5.31,9.95,Não,Negativo,Não,41-60,3,Não
39,Feminino,4.49,5.76,1.81,1.49,Excelente,Baixo,6.31,9.52,Sim,Negativo,Sim,26-40,1,Não
29,Masculino,4.1,1.21,0.46,13.34,Regular,Médio,6.8,8.95,Não,Positivo,Sim,26-40,2,Não
35,Masculino,5.44,0.64,3.03,8.48,Regular,Alto,4.37,3.23,Sim,Positivo,Não,26-40,3,Sim
20,Masculino,6.66,2.54,1.19,2.39,Ruim,Alto,8.0,8.59,Sim,Negativo,Não,18-25,3,Não
41,Outro,7.36,7.92,3.88,7.52,Bom,Alto,4.33,6.39,Sim,Neutro,Não,41-60,3,Não
51,Outro,3.71,3.91,2.82,4.93,Regular,Baixo,7.94,6.86,Não,Negativo,Não,41-60,1,Não
21,Outro,4.43,5.02,4.62,10.86,Excelente,Médio,4.4,4.46,Não,Negativo,Sim,18-25,2,Sim
39,Masculino,4.26,7.53,4.96,7.49,Ruim,Alto,4.07,9.83,Sim,Negativo,Sim,26-40,3,Não
20,Outro,11.48,4.16,1.06,6.03,Ruim,Baixo,5.61,5.89,Não,Neutro,Sim,18-25,1,Não
25,Outro,4.61,3.13,1.65,11.84,Bom,Baixo,5.32,1.16,Sim,Negativo,Sim,18-25,1,Sim
56,Masculino,4.72,1.15,4.4,2.65,Ruim,Baixo,8.89,9.09,Sim,Negativo,Sim,41-60,1,Não
54,Feminino,6.7,2.03,4.16,2.47,Ruim,Baixo,7.57,6.15,Sim,Neutro,Sim,41-60,1,Não
35,Outro,6.26,3.95,4.17,8.22,Bom,Médio,8.08,3.08,Não,Negativo,Não,26-40,2,Não
55,Feminino,7.55,1.15,0.88,13.36,Ruim,Médio,6.82,4.75,Não,Negativo,Não,41-60,2,Não
60,Feminino,4.74,7.74,3.52,12.71,Ruim,Alto,6.85,6.61,Sim,Positivo,Não,41-60,3,Não
32,Feminino,11.85,5.8,0.56,2.63,Ruim,Médio,6.55,2.93,Sim,Neutro,Sim,26-40,2,Não
28,Outro,11.53,5.13,1.42,11.91,Regular,Alto,5.02,0.67,Sim,Negativo,Não,26-40,3,Sim
65,Masculino,3.81,0.26,0.39,3.28,Excelente,Alto,8.62,2.83,Não,Neutro,Não,60+,3,Não
20,Masculino,6.27,4.99,2.23,9.03,Ruim,Alto,7.87,5.34,Sim,Negativo,Não,18-25,3,Não
24,Outro,3.12,6.83,3.32,10.11,Bom,Alto,7.37,7.03,Sim,Positivo,Sim,18-25,3,Não
27,Masculino,3.38,0.04,0.39,7.47,Bom,Alto,4.61,0.09,Sim,Negativo,Sim,26-40,3,Não
21,Outro,7.71,7.41,2.56,6.69,Regular,Alto,4.2,2.56,Sim,Positivo,Sim,18-25,3,Não
41,Outro,11.63,5.67,4.46,13.34,Regular,Alto,6.65,2.67,Não,Positivo,Não,41-60,3,Não
37,Masculino,1.17,4.36,3.3,11.77,Excelente,Alto,7.31,0.58,Sim,Negativo,Sim,26-40,3,Não
23,Outro,8.64,2.12,0.89,14.2,Bom,Alto,7.68,2.73,Sim,Positivo,Não,18-25,3,Não
25,Outro,1.26,0.21,4.83,6.41,Excelente,Baixo,4.74,4.35,Sim,Neutro,Sim,18-25,1,Não
59,Outro,3.29,5.77,3.89,8.26,Excelente,Baixo,8.45,6.85,Sim,Negativo,Sim,41-60,1,Não
45,Outro,4.01,0.11,3.66,4.83,Regular,Alto,8.92,1.51,Sim,Negativo,Não,41-60,3,Não
48,Feminino,7.86,1.98,4.54,12.82,Regular,Alto,5.36,1.36,Sim,Positivo,Não,41-60,3,Sim
32,Feminino,7.01,0.01,2.84,13.13,Bom,Baixo,6.09,0.55,Não,Positivo,Não,26-40,1,Não
22,Feminino,9.75,3.47,1.85,6.53,Bom,Alto,6.81,4.24,Não,Neutro,Sim,18-25,3,Não
36,Masculino,4.53,7.57,0.78,6.74,Regular,Alto,7.28,4.7,Não,Positivo,Sim,26-40,3,Não
33,Feminino,6.29,3.69,0.26,2.37,Excelente,Médio,4.02,6.66,Não,Negativo,Não,26-40,2,Não
30,Feminino,11.79,3.54,4.76,6.88,Ruim,Alto,5.73,3.4,Sim,Positivo,Não,26-40,3,Não
62,Masculino,4.92,3.43,1.64,11.72,Bom,Baixo,6.64,0.27,Sim,Positivo,Sim,60+,1,Não
65,Masculino,4.34,1.95,1.24,5.32,Regular,Médio,5.95,0.96,Sim,Neutro,Não,60+,2,Não
57,Feminino,10.64,6.12,3.07,11.69,Excelente,Baixo,8.71,9.25,Sim,Neutro,Sim,41-60,1,Não
64,Masculino,6.73,3.03,2.5,2.28,Ruim,Alto,8.81,4.66,Não,Neutro,Sim,60+,3,Não
32,Feminino,5.41,7.93,0.48,2.25,Regular,Baixo,8.3,8.24,Sim,Neutro,Sim,26-40,1,Não
34,Outro,8.08,3.5,0.77,6.67,Regular,Baixo,5.77,0.61,Não,Negativo,Sim,26-40,1,Não
59,Masculino,3.05,2.17,0.53,7.71,Ruim,Alto,5.99,1.51,Não,Negativo,Sim,41-60,3,Não
54,Masculino,8.06,7.43,4.05,5.53,Regular,Médio,7.38,1.78,Sim,Negativo,Não,41-60,2,Não
50,Masculino,9.45,4.37,3.43,4.35,Bom,Baixo,4.03,2.32,Sim,Positivo,Não,41-60,1,Não
22,Outro,10.27,3.89,4.72,6.18,Bom,Alto,5.41,4.94,Sim,Neutro,Sim,18-25,3,Não
21,Masculino,3.94,5.14,2.49,14.18,Ruim,Baixo,7.91,4.3,Não,Neutro,Não,18-25,1,Não
34,Masculino,3.1,1.29,2.67,1.61,Regular,Médio,8.8,9.01,Sim,Neutro,Sim,26-40,2,Não
30,Outro,8.05,1.18,4.13,12.27,Ruim,Baixo,8.31,6.57,Não,Neutro,Sim,26-40,1,Não
60,Masculino,9.71,3.66,3.0,10.61,Ruim,Baixo,6.3,5.18,Sim,Negativo,Sim,41-60,1,Não
54,Feminino,7.2,7.48,1.35,6.78,Excelente,Médio,4.09,0.68,Sim,Positivo,Não,41-60,2,Não
48,Outro,5.91,7.83,4.72,2.52,Ruim,Baixo,4.27,3.08,Não,Neutro,Sim,41-60,1,Não
43,Masculino,1.01,0.23,2.57,1.45,Ruim,Médio,8.47,8.23,Sim,Negativo,Não,41-60,2,Não
49,Feminino,2.48,4.19,0.88,8.6,Excelente,Médio,5.3,6.5,Não,Neutro,Sim,41-60,2,Sim
55,Masculino,3.4,7.19,1.78,7.01,Bom,Médio,5.66,3.63,Sim,Neutro,Não,41-60,2,Não
53,Outro,3.91,1.24,2.56,1.41,Excelente,Alto,5.62,0.94,Sim,Neutro,Não,41-60,3,Não
54,Masculino,6.17,4.33,2.81,5.14,Regular,Alto,5.48,2.18,Sim,Negativo,Não,41-60,3,Não
61,Feminino,5.97,6.59,3.62,8.09,Excelente,Alto,6.5,8.74,Não,Positivo,Sim,60+,3,Não
24,Feminino,2.3,1.33,3.21,5.23,Regular,Baixo,8.25,1.28,Não,Neutro,Sim,18-25,1,Não
49,Feminino,11.77,6.77,1.15,7.69,Bom,Alto,5.86,3.83,Não,Positivo,Sim,41-60,3,Não
30,Masculino,11.01,7.09,0.13,13.94,Regular,Baixo,6.98,8.75,Sim,Negativo,Não,26-40,1,Não
28,Masculino,7.48,2.84,0.18,6.13,Excelente,Médio,8.23,4.05,Não,Positivo,Não,26-40,2,Não
32,Feminino,2.98,7.8,3.76,11.85,Regular,Médio,6.02,1.15,Não,Neutro,Não,26-40,2,Não
35,Feminino,1.34,4.4,4.65,12.29,Excelente,Médio,8.33,7.02,Sim,Neutro,Sim,26-40,2,Não
25,Outro,11.02,3.13,3.9,10.22,Excelente,Alto,5.7,8.95,Sim,Neutro,Não,18-25,3,Sim
64,Outro,11.14,6.65,4.64,10.67,Excelente,Alto,5.53,4.44,Sim,Positivo,Sim,60+,3,Sim
60,Masculino,10.1,3.25,1.25,10.47,Ruim,Alto,6.21,4.28,Não,Negativo,Não,41-60,3,Não
34,Feminino,11.81,6.0,1.96,12.36,Bom,Alto,5.53,7.44,Não,Neutro,Não,26-40,3,Sim
54,Masculino,2.83,1.56,0.01,6.92,Excelente,Baixo,5.36,4.8,Não,Neutro,Não,41-60,1,Não
19,Masculino,10.63,3.3,0.08,6.74,Bom,Médio,6.12,9.36,Não,Neutro,Sim,18-25,2,Não
45,Masculino,7.76,2.66,4.21,9.37,Ruim,Baixo,4.68,4.33,Não,Negativo,Sim,41-60,1,Sim
46,Feminino,3.64,6.18,5.0,14.66,Excelente,Alto,7.65,0.73,Não,Positivo,Não,41-60,3,Não
39,Masculino,5.47,5.52,3.81,1.14,Regular,Alto,8.94,7.97,Sim,Negativo,Não,26-40,3,Não
39,Masculino,11.92,1.87,0.87,9.82,Ruim,Baixo,7.64,7.2,Sim,Neutro,Não,26-40,1,Não
46,Masculino,3.56,0.43,0.32,7.48,Ruim,Alto,6.2,2.68,Não,Positivo,Sim,41-60,3,Não
47,Masculino,8.95,4.38,0.15,14.29,Regular,Médio,5.39,4.94,Não,Positivo,Não,41-60,2,Sim
50,Masculino,1.11,6.67,3.68,1.2,Bom,Baixo,4.61,8.16,Não,Positivo,Sim,41-60,1,Não
40,Feminino,9.51,6.48,3.97,5.35,Bom,Baixo,7.55,4.03,Não,Negativo,Não,26-40,1,Não
38,Outro,6.01,4.55,4.53,3.8,Ruim,Médio,8.88,1.71,Não,Negativo,Sim,26-40,2,Não
30,Outro,1.41,1.86,2.39,11.83,Bom,Baixo,5.26,2.42,Não,Neutro,Sim,26-40,1,Sim
53,Feminino,5.22,4.2,3.9,11.14,Ruim,Baixo,8.55,6.99,Sim,Neutro,Sim,41-60,1,Não
44,Feminino,7.71,0.86,3.88,12.9,Bom,Médio,5.47,2.49,Sim,Positivo,Não,41-60,2,Sim
29,Outro,5.81,7.2,0.0,4.77,Excelente,Médio,8.69,2.36,Não,Positivo,Não,26-40,2,Não
54,Masculino,11.52,1.25,2.59,6.47,Bom,Médio,8.81,9.88,Não,Positivo,Não,41-60,2,Não
24,Feminino,5.89,2.5,3.12,4.37,Bom,Alto,7.05,9.07,Sim,Positivo,Sim,18-25,3,Não
22,Feminino,6.5,4.67,2.33,1.78,Bom,Baixo,5.29,0.11,Não,Negativo,Não,18-25,1,Não
28,Outro,4.69,6.8,2.82,8.46,Regular,Médio,5.25,2.96,Não,Neutro,Sim,26-40,2,Sim
47,Feminino,2.99,0.38,4.71,2.06,Bom,Baixo,6.49,2.31,Sim,Positivo,Não,41-60,1,Não
54,Feminino,1.19,6.0,1.88,13.31,Regular,Baixo,4.91,0.74,Sim,Negativo,Não,41-60,1,Sim
45,Masculino,5.83,5.35,2.63,6.62,Bom,Baixo,4.89,0.77,Não,Positivo,Sim,41-60,1,Não
57,Outro,3.06,0.62,3.8,5.44,Bom,Baixo,7.9,2.6,Não,Neutro,Não,41-60,1,Não
63,Feminino,1.16,0.96,1.31,10.45,Regular,Médio,7.79,5.0,Sim,Positivo,Sim,60+,2,Não
54,Outro,7.69,3.38,3.85,1.01,Regular,Médio,8.36,4.02,Não,Positivo,Sim,41-60,2,Não
51,Feminino,4.54,3.42,4.93,3.55,Excelente,Médio,8.28,5.61,Sim,Negativo,Sim,41-60,2,Não
30,Outro,10.01,3.95,1.25,2.62,Bom,Baixo,5.38,7.45,Não,Negativo,Sim,26-40,1,Não
54,Feminino,1.44,6.62,2.49,6.87,Ruim,Baixo,5.02,8.34,Sim,Negativo,Não,41-60,1,Não
31,Feminino,9.99,4.48,3.15,7.24,Bom,Baixo,8.12,1.4,Não,Neutro,Sim,26-40,1,Não
60,Feminino,5.32,1.2,4.84,9.74,Regular,Baixo,8.75,7.42,Sim,Negativo,Não,41-60,1,Não
64,Outro,8.44,7.62,1.57,13.08,Excelente,Médio,5.15,2.18,Sim,Negativo,Não,60+,2,Sim
22,Outro,2.21,2.19,4.19,10.49,Regular,Alto,6.23,6.67,Não,Neutro,Não,18-25,3,Não
63,Outro,8.67,3.25,2.16,8.21,Regular,Baixo,6.3,6.16,Sim,Neutro,Sim,60+,1,Não
41,Masculino,7.07,2.31,2.41,5.94,Excelente,Baixo,6.33,0.78,Não,Neutro,Sim,41-60,1,Não
48,Feminino,7.13,1.43,1.96,14.09,Ruim,Alto,6.23,4.14,Não,Neutro,Não,41-60,3,Não
56,Masculino,4.99,3.64,2.78,6.73,Ruim,Alto,8.68,9.76,Não,Neutro,Não,41-60,3,Não
49,Feminino,5.17,7.7,1.49,4.85,Excelente,Baixo,4.63,4.47,Sim,Negativo,Não,41-60,1,Não
60,Outro,7.33,3.74,1.38,3.63,Ruim,Médio,4.16,2.35,Não,Positivo,Sim,41-60,2,Não
21,Outro,11.77,2.57,4.28,10.97,Regular,Médio,6.64,3.57,Não,Neutro,Não,18-25,2,Não
27,Masculino,9.86,6.67,1.98,14.64,Excelente,Médio,5.11,9.39,Não,Positivo,Não,26-40,2,Sim
58,Feminino,6.78,2.66,2.12,10.43,Bom,Médio,7.15,1.92,Sim,Negativo,Não,41-60,2,Não
63,Outro,1.7,0.13,0.75,8.75,Excelente,Alto,6.37,8.31,Sim,Negativo,Sim,60+,3,Não
32,Outro,4.81,0.52,2.72,11.5,Excelente,Baixo,4.84,8.37,Não,Neutro,Sim,26-40,1,Sim
21,Feminino,7.84,3.71,3.47,3.06,Bom,Baixo,5.37,2.82,Sim,Negativo,Sim,18-25,1,Não
47,Outro,9.93,0.34,2.56,14.61,Excelente,Alto,7.38,4.9,Sim,Positivo,Não,41-60,3,Não
43,Outro,8.43,5.01,0.56,6.99,Regular,Médio,7.76,8.11,Sim,Negativo,Não,41-60,2,Não
62,Outro,6.77,7.81,1.06,6.48,Bom,Alto,7.21,8.09,Sim,Neutro,Não,60+,3,Não
33,Masculino,3.89,6.66,4.55,7.25,Ruim,Alto,6.52,4.78,Não,Neutro,Sim,26-40,3,Não
26,Feminino,10.09,7.21,3.56,13.17,Bom,Médio,6.52,6.21,Sim,Neutro,Sim,26-40,2,Não
37,Outro,4.98,2.92,0.26,4.61,Regular,Médio,6.02,2.38,Não,Neutro,Sim,26-40,2,Não
62,Masculino,4.56,3.05,3.67,14.06,Regular,Médio,8.51,8.16,Não,Positivo,Não,60+,2,Não
